UF,Nome_UF,Mesorregião Geográfica,Nome_Mesorregião,Microrregião Geográfica,Nome_Microrregião,Município,Código Município Completo,Nome_Município
22,Piauí,02,Centro-Norte Piauiense,003,Teresina,03255,2203255,Curralinhos
22,Piauí,02,Centro-Norte Piauiense,003,Teresina,03305,2203305,Demerval Lobão
22,Piauí,03,Sudoeste Piauiense,011,São Raimundo Nonato,03354,2203354,Dirceu Arcoverde
22,Piauí,04,Sudeste Piauiense,013,Picos,03404,2203404,Dom Expedito Lopes
22,Piauí,03,Sudoeste Piauiense,011,São Raimundo Nonato,03453,2203453,Dom Inocêncio
22,Piauí,02,Centro-Norte Piauiense,004,Campo Maior,03420,2203420,Domingos Mourão
22,Piauí,02,Centro-Norte Piauiense,006,Valença do Piauí,03503,2203503,Elesbão Veloso
22,Piauí,03,Sudoeste Piauiense,008,Bertolínia,03602,2203602,Eliseu Martins
22,Piauí,01,Norte Piauiense,001,Baixo Parnaíba Piauiense,03701,2203701,Esperantina
22,Piauí,03,Sudoeste Piauiense,011,São Raimundo Nonato,03750,2203750,Fartura do Piauí
22,Piauí,03,Sudoeste Piauiense,009,Floriano,03800,2203800,Flores do Piauí
22,Piauí,04,Sudeste Piauiense,015,Alto Médio Canindé,03859,2203859,Floresta do Piauí
22,Piauí,03,Sudoeste Piauiense,009,Floriano,03909,2203909,Floriano
22,Piauí,02,Centro-Norte Piauiense,006,Valença do Piauí,04006,2204006,Francinópolis
22,Piauí,02,Centro-Norte Piauiense,005,Médio Parnaíba Piauiense,04105,2204105,Francisco Ayres
22,Piauí,04,Sudeste Piauiense,015,Alto Médio Canindé,04154,2204154,Francisco Macedo
22,Piauí,04,Sudeste Piauiense,014,Pio IX,04204,2204204,Francisco Santos
22,Piauí,04,Sudeste Piauiense,015,Alto Médio Canindé,04303,2204303,Fronteiras
22,Piauí,04,Sudeste Piauiense,013,Picos,04352,2204352,Geminiano
22,Piauí,03,Sudoeste Piauiense,010,Alto Médio Gurguéia,04402,2204402,Gilbués
22,Piauí,03,Sudoeste Piauiense,009,Floriano,04501,2204501,Guadalupe
22,Piauí,03,Sudoeste Piauiense,011,São Raimundo Nonato,04550,2204550,Guaribas
22,Piauí,02,Centro-Norte Piauiense,005,Médio Parnaíba Piauiense,04600,2204600,Hugo Napoleão
22,Piauí,01,Norte Piauiense,002,Litoral Piauiense,04659,2204659,Ilha Grande
22,Piauí,02,Centro-Norte Piauiense,006,Valença do Piauí,04709,2204709,Inhuma
22,Piauí,04,Sudeste Piauiense,013,Picos,04808,2204808,Ipiranga do Piauí
22,Piauí,04,Sudeste Piauiense,015,Alto Médio Canindé,04907,2204907,Isaías Coelho
22,Piauí,04,Sudeste Piauiense,015,Alto Médio Canindé,05003,2205003,Itainópolis
22,Piauí,03,Sudoeste Piauiense,009,Floriano,05102,2205102,Itaueira
22,Piauí,04,Sudeste Piauiense,015,Alto Médio Canindé,05151,2205151,Jacobina do Piauí
22,Piauí,04,Sudeste Piauiense,015,Alto Médio Canindé,05201,2205201,Jaicós
22,Piauí,02,Centro-Norte Piauiense,005,Médio Parnaíba Piauiense,05250,2205250,Jardim do Mulato
22,Piauí,02,Centro-Norte Piauiense,004,Campo Maior,05276,2205276,Jatobá do Piauí
22,Piauí,03,Sudoeste Piauiense,009,Floriano,05300,2205300,Jerumenha
22,Piauí,04,Sudeste Piauiense,015,Alto Médio Canindé,05359,2205359,João Costa
22,Piauí,01,Norte Piauiense,001,Baixo Parnaíba Piauiense,05409,2205409,Joaquim Pires
22,Piauí,01,Norte Piauiense,001,Baixo Parnaíba Piauiense,05458,2205458,Joca Marques
22,Piauí,02,Centro-Norte Piauiense,003,Teresina,05508,2205508,José de Freitas
22,Piauí,02,Centro-Norte Piauiense,004,Campo Maior,05516,2205516,Juazeiro do Piauí
22,Piauí,03,Sudoeste Piauiense,012,Chapadas do Extremo Sul Piauiense,05524,2205524,Júlio Borges
22,Piauí,03,Sudoeste Piauiense,011,São Raimundo Nonato,05532,2205532,Jurema
22,Piauí,02,Centro-Norte Piauiense,003,Teresina,05557,2205557,Lagoa Alegre
22,Piauí,02,Centro-Norte Piauiense,004,Campo Maior,05573,2205573,Lagoa de São Francisco
22,Piauí,04,Sudeste Piauiense,015,Alto Médio Canindé,05565,2205565,Lagoa do Barro do Piauí
22,Piauí,02,Centro-Norte Piauiense,003,Teresina,05581,2205581,Lagoa do Piauí
22,Piauí,02,Centro-Norte Piauiense,006,Valença do Piauí,05599,2205599,Lagoa do Sítio
22,Piauí,02,Centro-Norte Piauiense,005,Médio Parnaíba Piauiense,05540,2205540,Lagoinha do Piauí
22,Piauí,03,Sudoeste Piauiense,008,Bertolínia,05607,2205607,Landri Sales
22,Piauí,01,Norte Piauiense,002,Litoral Piauiense,05706,2205706,Luís Correia
22,Piauí,01,Norte Piauiense,001,Baixo Parnaíba Piauiense,05805,2205805,Luzilândia
22,Piauí,01,Norte Piauiense,001,Baixo Parnaíba Piauiense,05854,2205854,Madeiro
22,Piauí,03,Sudoeste Piauiense,008,Bertolínia,05904,2205904,Manoel Emídio
22,Piauí,04,Sudeste Piauiense,015,Alto Médio Canindé,05953,2205953,Marcolândia
22,Piauí,03,Sudoeste Piauiense,008,Bertolínia,06001,2206001,Marcos Parente
22,Piauí,04,Sudeste Piauiense,015,Alto Médio Canindé,06050,2206050,Massapê do Piauí
22,Piauí,01,Norte Piauiense,001,Baixo Parnaíba Piauiense,06100,2206100,Matias Olímpio
22,Piauí,01,Norte Piauiense,001,Baixo Parnaíba Piauiense,06209,2206209,Miguel Alves
22,Piauí,02,Centro-Norte Piauiense,003,Teresina,06308,2206308,Miguel Leão
22,Piauí,02,Centro-Norte Piauiense,004,Campo Maior,06357,2206357,Milton Brandão
22,Piauí,02,Centro-Norte Piauiense,003,Teresina,06407,2206407,Monsenhor Gil
22,Piauí,04,Sudeste Piauiense,014,Pio IX,06506,2206506,Monsenhor Hipólito
22,Piauí,03,Sudoeste Piauiense,010,Alto Médio Gurguéia,06605,2206605,Monte Alegre do Piauí
22,Piauí,03,Sudoeste Piauiense,012,Chapadas do Extremo Sul Piauiense,06654,2206654,Morro Cabeça no Tempo
22,Piauí,01,Norte Piauiense,001,Baixo Parnaíba Piauiense,06670,2206670,Morro do Chapéu do Piauí
22,Piauí,01,Norte Piauiense,002,Litoral Piauiense,06696,2206696,Murici dos Portelas
22,Piauí,03,Sudoeste Piauiense,009,Floriano,06704,2206704,Nazaré do Piauí
22,Piauí,02,Centro-Norte Piauiense,003,Teresina,06720,2206720,Nazária
22,Piauí,02,Centro-Norte Piauiense,004,Campo Maior,06753,2206753,Nossa Senhora de Nazaré
22,Piauí,01,Norte Piauiense,001,Baixo Parnaíba Piauiense,06803,2206803,Nossa Senhora dos Remédios
22,Piauí,04,Sudeste Piauiense,015,Alto Médio Canindé,07959,2207959,Nova Santa Rita
22,Piauí,02,Centro-Norte Piauiense,006,Valença do Piauí,06902,2206902,Novo Oriente do Piauí
22,Piauí,02,Centro-Norte Piauiense,004,Campo Maior,06951,2206951,Novo Santo Antônio
22,Piauí,04,Sudeste Piauiense,013,Picos,07009,2207009,Oeiras
22,Piauí,02,Centro-Norte Piauiense,005,Médio Parnaíba Piauiense,07108,2207108,Olho D'Água do Piauí
22,Piauí,04,Sudeste Piauiense,015,Alto Médio Canindé,07207,2207207,Padre Marcos
22,Piauí,04,Sudeste Piauiense,015,Alto Médio Canindé,07306,2207306,Paes Landim
22,Piauí,03,Sudoeste Piauiense,011,São Raimundo Nonato,07355,2207355,Pajeú do Piauí
22,Piauí,03,Sudoeste Piauiense,010,Alto Médio Gurguéia,07405,2207405,Palmeira do Piauí
22,Piauí,02,Centro-Norte Piauiense,005,Médio Parnaíba Piauiense,07504,2207504,Palmeirais
22,Piauí,04,Sudeste Piauiense,013,Picos,07553,2207553,Paquetá
22,Piauí,03,Sudoeste Piauiense,012,Chapadas do Extremo Sul Piauiense,07603,2207603,Parnaguá
22,Piauí,01,Norte Piauiense,002,Litoral Piauiense,07702,2207702,Parnaíba
22,Piauí,02,Centro-Norte Piauiense,005,Médio Parnaíba Piauiense,07751,2207751,Passagem Franca do Piauí
22,Piauí,04,Sudeste Piauiense,015,Alto Médio Canindé,07777,2207777,Patos do Piauí
22,Piauí,02,Centro-Norte Piauiense,003,Teresina,07793,2207793,Pau D'Arco do Piauí
22,Piauí,04,Sudeste Piauiense,015,Alto Médio Canindé,07801,2207801,Paulistana
22,Piauí,03,Sudoeste Piauiense,009,Floriano,07850,2207850,Pavussu
22,Piauí,02,Centro-Norte Piauiense,004,Campo Maior,07900,2207900,Pedro II
22,Piauí,04,Sudeste Piauiense,015,Alto Médio Canindé,07934,2207934,Pedro Laurentino
22,Piauí,04,Sudeste Piauiense,013,Picos,08007,2208007,Picos
22,Piauí,02,Centro-Norte Piauiense,006,Valença do Piauí,08106,2208106,Pimenteiras
22,Piauí,04,Sudeste Piauiense,014,Pio IX,08205,2208205,Pio IX
22,Piauí,01,Norte Piauiense,002,Litoral Piauiense,08304,2208304,Piracuruca
22,Piauí,01,Norte Piauiense,001,Baixo Parnaíba Piauiense,08403,2208403,Piripiri
22,Piauí,01,Norte Piauiense,001,Baixo Parnaíba Piauiense,08502,2208502,Porto
22,Piauí,03,Sudoeste Piauiense,008,Bertolínia,08551,2208551,Porto Alegre do Piauí
22,Piauí,02,Centro-Norte Piauiense,006,Valença do Piauí,08601,2208601,Prata do Piauí
22,Piauí,04,Sudeste Piauiense,015,Alto Médio Canindé,08650,2208650,Queimada Nova
22,Piauí,03,Sudoeste Piauiense,010,Alto Médio Gurguéia,08700,2208700,Redenção do Gurguéia
22,Piauí,02,Centro-Norte Piauiense,005,Médio Parnaíba Piauiense,08809,2208809,Regeneração
22,Piauí,03,Sudoeste Piauiense,012,Chapadas do Extremo Sul Piauiense,08858,2208858,Riacho Frio
22,Piauí,04,Sudeste Piauiense,015,Alto Médio Canindé,08874,2208874,Ribeira do Piauí
22,Piauí,03,Sudoeste Piauiense,007,Alto Parnaíba Piauiense,08908,2208908,Ribeiro Gonçalves
22,Piauí,03,Sudoeste Piauiense,009,Floriano,09005,2209005,Rio Grande do Piauí
22,Piauí,04,Sudeste Piauiense,013,Picos,09104,2209104,Santa Cruz do Piauí
22,Piauí,02,Centro-Norte Piauiense,006,Valença do Piauí,09153,2209153,Santa Cruz dos Milagres
22,Piauí,03,Sudoeste Piauiense,007,Alto Parnaíba Piauiense,09203,2209203,Santa Filomena
22,Piauí,03,Sudoeste Piauiense,010,Alto Médio Gurguéia,09302,2209302,Santa Luz
22,Piauí,04,Sudeste Piauiense,013,Picos,09377,2209377,Santa Rosa do Piauí
22,Piauí,04,Sudeste Piauiense,013,Picos,09351,2209351,Santana do Piauí
22,Piauí,04,Sudeste Piauiense,014,Pio IX,09401,2209401,Santo Antônio de Lisboa
22,Piauí,02,Centro-Norte Piauiense,005,Médio Parnaíba Piauiense,09450,2209450,Santo Antônio dos Milagres
22,Piauí,04,Sudeste Piauiense,015,Alto Médio Canindé,09500,2209500,Santo Inácio do Piauí
22,Piauí,03,Sudoeste Piauiense,011,São Raimundo Nonato,09559,2209559,São Braz do Piauí
22,Piauí,02,Centro-Norte Piauiense,006,Valença do Piauí,09609,2209609,São Félix do Piauí
22,Piauí,04,Sudeste Piauiense,015,Alto Médio Canindé,09658,2209658,São Francisco de Assis do Piauí
22,Piauí,03,Sudoeste Piauiense,009,Floriano,09708,2209708,São Francisco do Piauí
22,Piauí,03,Sudoeste Piauiense,010,Alto Médio Gurguéia,09757,2209757,São Gonçalo do Gurguéia
22,Piauí,02,Centro-Norte Piauiense,005,Médio Parnaíba Piauiense,09807,2209807,São Gonçalo do Piauí
22,Piauí,04,Sudeste Piauiense,013,Picos,09856,2209856,São João da Canabrava
22,Piauí,01,Norte Piauiense,002,Litoral Piauiense,09872,2209872,São João da Fronteira
22,Piauí,02,Centro-Norte Piauiense,004,Campo Maior,09906,2209906,São João da Serra
22,Piauí,04,Sudeste Piauiense,013,Picos,09955,2209955,São João da Varjota
22,Piauí,01,Norte Piauiense,001,Baixo Parnaíba Piauiense,09971,2209971,São João do Arraial
22,Piauí,04,Sudeste Piauiense,015,Alto Médio Canindé,10003,2210003,São João do Piauí
22,Piauí,01,Norte Piauiense,002,Litoral Piauiense,10052,2210052,São José do Divino
22,Piauí,03,Sudoeste Piauiense,009,Floriano,10102,2210102,São José do Peixe
22,Piauí,04,Sudeste Piauiense,013,Picos,10201,2210201,São José do Piauí
22,Piauí,04,Sudeste Piauiense,014,Pio IX,10300,2210300,São Julião
22,Piauí,03,Sudoeste Piauiense,011,São Raimundo Nonato,10359,2210359,São Lourenço do Piauí
22,Piauí,04,Sudeste Piauiense,013,Picos,10375,2210375,São Luis do Piauí
22,Piauí,02,Centro-Norte Piauiense,006,Valença do Piauí,10383,2210383,São Miguel da Baixa Grande
22,Piauí,03,Sudoeste Piauiense,009,Floriano,10391,2210391,São Miguel do Fidalgo
22,Piauí,02,Centro-Norte Piauiense,004,Campo Maior,10409,2210409,São Miguel do Tapuio
22,Piauí,02,Centro-Norte Piauiense,005,Médio Parnaíba Piauiense,10508,2210508,São Pedro do Piauí
22,Piauí,03,Sudoeste Piauiense,011,São Raimundo Nonato,10607,2210607,São Raimundo Nonato
22,Piauí,03,Sudoeste Piauiense,012,Chapadas do Extremo Sul Piauiense,10623,2210623,Sebastião Barros
22,Piauí,03,Sudoeste Piauiense,008,Bertolínia,10631,2210631,Sebastião Leal
22,Piauí,02,Centro-Norte Piauiense,004,Campo Maior,10656,2210656,Sigefredo Pacheco
22,Piauí,04,Sudeste Piauiense,015,Alto Médio Canindé,10706,2210706,Simões
22,Piauí,04,Sudeste Piauiense,015,Alto Médio Canindé,10805,2210805,Simplício Mendes
22,Piauí,04,Sudeste Piauiense,015,Alto Médio Canindé,10904,2210904,Socorro do Piauí
22,Piauí,04,Sudeste Piauiense,013,Picos,10938,2210938,Sussuapara
22,Piauí,03,Sudoeste Piauiense,011,São Raimundo Nonato,10953,2210953,Tamboril do Piauí
22,Piauí,04,Sudeste Piauiense,013,Picos,10979,2210979,Tanque do Piauí
22,Piauí,02,Centro-Norte Piauiense,003,Teresina,11001,2211001,Teresina
22,Piauí,02,Centro-Norte Piauiense,003,Teresina,11100,2211100,União
22,Piauí,03,Sudoeste Piauiense,007,Alto Parnaíba Piauiense,11209,2211209,Uruçuí
22,Piauí,02,Centro-Norte Piauiense,006,Valença do Piauí,11308,2211308,Valença do Piauí
22,Piauí,03,Sudoeste Piauiense,011,São Raimundo Nonato,11357,2211357,Várzea Branca
22,Piauí,02,Centro-Norte Piauiense,006,Valença do Piauí,11407,2211407,Várzea Grande
22,Piauí,04,Sudeste Piauiense,015,Alto Médio Canindé,11506,2211506,Vera Mendes
22,Piauí,04,Sudeste Piauiense,015,Alto Médio Canindé,11605,2211605,Vila Nova do Piauí
22,Piauí,04,Sudeste Piauiense,013,Picos,11704,2211704,Wall Ferraz
23,Ceará,07,Sul Cearense,033,Brejo Santo,00101,2300101,Abaiara
23,Ceará,02,Norte Cearense,013,Baturité,00150,2300150,Acarape
23,Ceará,01,Noroeste Cearense,001,Litoral de Camocim e Acaraú,00200,2300200,Acaraú
23,Ceará,04,Sertões Cearenses,021,Sertão de Senador Pompeu,00309,2300309,Acopiara
23,Ceará,04,Sertões Cearenses,020,Sertão de Inhamuns,00408,2300408,Aiuaba
23,Ceará,01,Noroeste Cearense,004,Meruoca,00507,2300507,Alcântaras
23,Ceará,07,Sul Cearense,030,Caririaçu,00606,2300606,Altaneira
23,Ceará,05,Jaguaribe,023,Baixo Jaguaribe,00705,2300705,Alto Santo
23,Ceará,02,Norte Cearense,008,Itapipoca,00754,2300754,Amontada
23,Ceará,06,Centro-Sul Cearense,027,Várzea Alegre,00804,2300804,Antonina do Norte
23,Ceará,02,Norte Cearense,011,Médio Curu,00903,2300903,Apuiarés
23,Ceará,03,Metropolitana de Fortaleza,016,Fortaleza,01000,2301000,Aquiraz
23,Ceará,05,Jaguaribe,022,Litoral de Aracati,01109,2301109,Aracati
23,Ceará,02,Norte Cearense,013,Baturité,01208,2301208,Aracoiaba
23,Ceará,04,Sertões Cearenses,018,Sertão de Cratéus,01257,2301257,Ararendá
23,Ceará,07,Sul Cearense,029,Chapada do Araripe,01307,2301307,Araripe
23,Ceará,02,Norte Cearense,013,Baturité,01406,2301406,Aratuba
23,Ceará,04,Sertões Cearenses,020,Sertão de Inhamuns,01505,2301505,Arneiroz
23,Ceará,07,Sul Cearense,029,Chapada do Araripe,01604,2301604,Assaré
23,Ceará,07,Sul Cearense,031,Barro,01703,2301703,Aurora
23,Ceará,06,Centro-Sul Cearense,028,Lavras da Mangabeira,01802,2301802,Baixio
23,Ceará,04,Sertões Cearenses,019,Sertão de Quixeramobim,01851,2301851,Banabuiú
23,Ceará,07,Sul Cearense,032,Cariri,01901,2301901,Barbalha
23,Ceará,02,Norte Cearense,014,Chorozinho,01950,2301950,Barreira
23,Ceará,07,Sul Cearense,031,Barro,02008,2302008,Barro
23,Ceará,01,Noroeste Cearense,001,Litoral de Camocim e Acaraú,02057,2302057,Barroquinha
23,Ceará,02,Norte Cearense,013,Baturité,02107,2302107,Baturité
23,Ceará,02,Norte Cearense,015,Cascavel,02206,2302206,Beberibe
23,Ceará,01,Noroeste Cearense,001,Litoral de Camocim e Acaraú,02305,2302305,Bela Cruz
23,Ceará,04,Sertões Cearenses,019,Sertão de Quixeramobim,02404,2302404,Boa Viagem
23,Ceará,07,Sul Cearense,033,Brejo Santo,02503,2302503,Brejo Santo
23,Ceará,01,Noroeste Cearense,001,Litoral de Camocim e Acaraú,02602,2302602,Camocim
23,Ceará,07,Sul Cearense,029,Chapada do Araripe,02701,2302701,Campos Sales
23,Ceará,02,Norte Cearense,012,Canindé,02800,2302800,Canindé
23,Ceará,02,Norte Cearense,013,Baturité,02909,2302909,Capistrano
23,Ceará,02,Norte Cearense,012,Canindé,03006,2303006,Caridade
23,Ceará,01,Noroeste Cearense,005,Sobral,03105,2303105,Cariré
23,Ceará,07,Sul Cearense,030,Caririaçu,03204,2303204,Caririaçu
23,Ceará,06,Centro-Sul Cearense,027,Várzea Alegre,03303,2303303,Cariús
23,Ceará,01,Noroeste Cearense,002,Ibiapaba,03402,2303402,Carnaubal
23,Ceará,02,Norte Cearense,015,Cascavel,03501,2303501,Cascavel
23,Ceará,04,Sertões Cearenses,020,Sertão de Inhamuns,03600,2303600,Catarina
23,Ceará,01,Noroeste Cearense,007,Santa Quitéria,03659,2303659,Catunda
23,Ceará,03,Metropolitana de Fortaleza,016,Fortaleza,03709,2303709,Caucaia
23,Ceará,06,Centro-Sul Cearense,026,Iguatu,03808,2303808,Cedro
23,Ceará,01,Noroeste Cearense,001,Litoral de Camocim e Acaraú,03907,2303907,Chaval
23,Ceará,04,Sertões Cearenses,019,Sertão de Quixeramobim,03931,2303931,Choró
23,Ceará,02,Norte Cearense,014,Chorozinho,03956,2303956,Chorozinho
23,Ceará,01,Noroeste Cearense,003,Coreaú,04004,2304004,Coreaú
23,Ceará,04,Sertões Cearenses,018,Sertão de Cratéus,04103,2304103,Crateús
23,Ceará,07,Sul Cearense,032,Cariri,04202,2304202,Crato
23,Ceará,01,Noroeste Cearense,002,Ibiapaba,04236,2304236,Croatá
23,Ceará,01,Noroeste Cearense,001,Litoral de Camocim e Acaraú,04251,2304251,Cruz
23,Ceará,04,Sertões Cearenses,021,Sertão de Senador Pompeu,04269,2304269,Deputado Irapuan Pinheiro
23,Ceará,05,Jaguaribe,025,Serra do Pereiro,04277,2304277,Ererê
23,Ceará,03,Metropolitana de Fortaleza,016,Fortaleza,04285,2304285,Eusébio
23,Ceará,07,Sul Cearense,030,Caririaçu,04301,2304301,Farias Brito
23,Ceará,01,Noroeste Cearense,005,Sobral,04350,2304350,Forquilha
23,Ceará,03,Metropolitana de Fortaleza,016,Fortaleza,04400,2304400,Fortaleza
23,Ceará,05,Jaguaribe,022,Litoral de Aracati,04459,2304459,Fortim
23,Ceará,01,Noroeste Cearense,003,Coreaú,04509,2304509,Frecheirinha
23,Ceará,02,Norte Cearense,011,Médio Curu,04608,2304608,General Sampaio
23,Ceará,01,Noroeste Cearense,005,Sobral,04657,2304657,Graça
23,Ceará,01,Noroeste Cearense,001,Litoral de Camocim e Acaraú,04707,2304707,Granja
23,Ceará,07,Sul Cearense,030,Caririaçu,04806,2304806,Granjeiro
23,Ceará,01,Noroeste Cearense,005,Sobral,04905,2304905,Groaíras
23,Ceará,03,Metropolitana de Fortaleza,016,Fortaleza,04954,2304954,Guaiúba
23,Ceará,01,Noroeste Cearense,002,Ibiapaba,05001,2305001,Guaraciaba do Norte
23,Ceará,02,Norte Cearense,013,Baturité,05100,2305100,Guaramiranga
23,Ceará,01,Noroeste Cearense,007,Santa Quitéria,05209,2305209,Hidrolândia
23,Ceará,03,Metropolitana de Fortaleza,017,Pacajus,05233,2305233,Horizonte
23,Ceará,04,Sertões Cearenses,019,Sertão de Quixeramobim,05266,2305266,Ibaretama
23,Ceará,01,Noroeste Cearense,002,Ibiapaba,05308,2305308,Ibiapina
23,Ceará,05,Jaguaribe,023,Baixo Jaguaribe,05332,2305332,Ibicuitinga
23,Ceará,05,Jaguaribe,022,Litoral de Aracati,05357,2305357,Icapuí
23,Ceará,06,Centro-Sul Cearense,026,Iguatu,05407,2305407,Icó
23,Ceará,06,Centro-Sul Cearense,026,Iguatu,05506,2305506,Iguatu
23,Ceará,04,Sertões Cearenses,018,Sertão de Cratéus,05605,2305605,Independência
23,Ceará,04,Sertões Cearenses,018,Sertão de Cratéus,05654,2305654,Ipaporanga
23,Ceará,06,Centro-Sul Cearense,028,Lavras da Mangabeira,05704,2305704,Ipaumirim
23,Ceará,01,Noroeste Cearense,006,Ipu,05803,2305803,Ipu
23,Ceará,01,Noroeste Cearense,006,Ipu,05902,2305902,Ipueiras
23,Ceará,05,Jaguaribe,025,Serra do Pereiro,06009,2306009,Iracema
23,Ceará,01,Noroeste Cearense,005,Sobral,06108,2306108,Irauçuba
23,Ceará,05,Jaguaribe,022,Litoral de Aracati,06207,2306207,Itaiçaba
23,Ceará,03,Metropolitana de Fortaleza,016,Fortaleza,06256,2306256,Itaitinga
23,Ceará,02,Norte Cearense,010,Uruburetama,06306,2306306,Itapajé
23,Ceará,02,Norte Cearense,008,Itapipoca,06405,2306405,Itapipoca
23,Ceará,02,Norte Cearense,013,Baturité,06504,2306504,Itapiúna
23,Ceará,01,Noroeste Cearense,001,Litoral de Camocim e Acaraú,06553,2306553,Itarema
23,Ceará,02,Norte Cearense,012,Canindé,06603,2306603,Itatira
23,Ceará,05,Jaguaribe,024,Médio Jaguaribe,06702,2306702,Jaguaretama
23,Ceará,05,Jaguaribe,024,Médio Jaguaribe,06801,2306801,Jaguaribara
23,Ceará,05,Jaguaribe,024,Médio Jaguaribe,06900,2306900,Jaguaribe
23,Ceará,05,Jaguaribe,023,Baixo Jaguaribe,07007,2307007,Jaguaruana
23,Ceará,07,Sul Cearense,032,Cariri,07106,2307106,Jardim
23,Ceará,07,Sul Cearense,033,Brejo Santo,07205,2307205,Jati
23,Ceará,01,Noroeste Cearense,001,Litoral de Camocim e Acaraú,07254,2307254,Jijoca de Jericoacoara
23,Ceará,07,Sul Cearense,032,Cariri,07304,2307304,Juazeiro do Norte
23,Ceará,06,Centro-Sul Cearense,027,Várzea Alegre,07403,2307403,Jucás
23,Ceará,06,Centro-Sul Cearense,028,Lavras da Mangabeira,07502,2307502,Lavras da Mangabeira
23,Ceará,05,Jaguaribe,023,Baixo Jaguaribe,07601,2307601,Limoeiro do Norte
23,Ceará,04,Sertões Cearenses,019,Sertão de Quixeramobim,07635,2307635,Madalena
23,Ceará,03,Metropolitana de Fortaleza,016,Fortaleza,07650,2307650,Maracanaú
23,Ceará,03,Metropolitana de Fortaleza,016,Fortaleza,07700,2307700,Maranguape
23,Ceará,01,Noroeste Cearense,001,Litoral de Camocim e Acaraú,07809,2307809,Marco
23,Ceará,01,Noroeste Cearense,001,Litoral de Camocim e Acaraú,07908,2307908,Martinópole
23,Ceará,01,Noroeste Cearense,005,Sobral,08005,2308005,Massapê
23,Ceará,07,Sul Cearense,031,Barro,08104,2308104,Mauriti
23,Ceará,01,Noroeste Cearense,004,Meruoca,08203,2308203,Meruoca
23,Ceará,07,Sul Cearense,033,Brejo Santo,08302,2308302,Milagres
23,Ceará,04,Sertões Cearenses,021,Sertão de Senador Pompeu,08351,2308351,Milhã
23,Ceará,01,Noroeste Cearense,005,Sobral,08377,2308377,Miraíma
23,Ceará,07,Sul Cearense,032,Cariri,08401,2308401,Missão Velha
23,Ceará,04,Sertões Cearenses,021,Sertão de Senador Pompeu,08500,2308500,Mombaça
23,Ceará,04,Sertões Cearenses,018,Sertão de Cratéus,08609,2308609,Monsenhor Tabosa
23,Ceará,05,Jaguaribe,023,Baixo Jaguaribe,08708,2308708,Morada Nova
23,Ceará,01,Noroeste Cearense,003,Coreaú,08807,2308807,Moraújo
23,Ceará,01,Noroeste Cearense,001,Litoral de Camocim e Acaraú,08906,2308906,Morrinhos
23,Ceará,01,Noroeste Cearense,005,Sobral,09003,2309003,Mucambo
23,Ceará,02,Norte Cearense,013,Baturité,09102,2309102,Mulungu
23,Ceará,07,Sul Cearense,032,Cariri,09201,2309201,Nova Olinda
23,Ceará,04,Sertões Cearenses,018,Sertão de Cratéus,09300,2309300,Nova Russas
23,Ceará,04,Sertões Cearenses,018,Sertão de Cratéus,09409,2309409,Novo Oriente
23,Ceará,02,Norte Cearense,014,Chorozinho,09458,2309458,Ocara
23,Ceará,06,Centro-Sul Cearense,026,Iguatu,09508,2309508,Orós
23,Ceará,03,Metropolitana de Fortaleza,017,Pacajus,09607,2309607,Pacajus
23,Ceará,03,Metropolitana de Fortaleza,016,Fortaleza,09706,2309706,Pacatuba
23,Ceará,02,Norte Cearense,013,Baturité,09805,2309805,Pacoti
23,Ceará,01,Noroeste Cearense,005,Sobral,09904,2309904,Pacujá
23,Ceará,05,Jaguaribe,023,Baixo Jaguaribe,10001,2310001,Palhano
23,Ceará,02,Norte Cearense,013,Baturité,10100,2310100,Palmácia
23,Ceará,02,Norte Cearense,009,Baixo Curu,10209,2310209,Paracuru
23,Ceará,02,Norte Cearense,009,Baixo Curu,10258,2310258,Paraipaba
23,Ceará,04,Sertões Cearenses,020,Sertão de Inhamuns,10308,2310308,Parambu
23,Ceará,02,Norte Cearense,012,Canindé,10407,2310407,Paramoti
23,Ceará,04,Sertões Cearenses,021,Sertão de Senador Pompeu,10506,2310506,Pedra Branca
23,Ceará,07,Sul Cearense,033,Brejo Santo,10605,2310605,Penaforte
23,Ceará,02,Norte Cearense,011,Médio Curu,10704,2310704,Pentecoste
23,Ceará,05,Jaguaribe,025,Serra do Pereiro,10803,2310803,Pereiro
23,Ceará,02,Norte Cearense,015,Cascavel,10852,2310852,Pindoretama
23,Ceará,04,Sertões Cearenses,021,Sertão de Senador Pompeu,10902,2310902,Piquet Carneiro
23,Ceará,01,Noroeste Cearense,006,Ipu,10951,2310951,Pires Ferreira
23,Ceará,01,Noroeste Cearense,006,Ipu,11009,2311009,Poranga
23,Ceará,07,Sul Cearense,032,Cariri,11108,2311108,Porteiras
23,Ceará,07,Sul Cearense,029,Chapada do Araripe,11207,2311207,Potengi
23,Ceará,05,Jaguaribe,025,Serra do Pereiro,11231,2311231,Potiretama
23,Ceará,04,Sertões Cearenses,018,Sertão de Cratéus,11264,2311264,Quiterianópolis
23,Ceará,04,Sertões Cearenses,019,Sertão de Quixeramobim,11306,2311306,Quixadá
23,Ceará,06,Centro-Sul Cearense,026,Iguatu,11355,2311355,Quixelô
